BINID	TAXID	Tool	filtered	genome_id	index	length_gs	name	precision_bp	precision_seq	rank	recall_bp	recall_seq	sample_id	seq_counts_gs	seq_length_mean	total_length	total_seq_counts	tp_length	tp_seq_counts
Otu592.0		Gold standard		Otu592.0		3948919		1.0	1.0	NA	1.0	1.0	sample_0	298	13251.406040268457	3948919	298	3948919	298
Otu1251		Gold standard		Otu1251		2225556		1.0	1.0	NA	1.0	1.0	sample_0	6366	349.60037700282754	2225556	6366	2225556	6366
Otu974		Gold standard		Otu974		1891303		1.0	1.0	NA	1.0	1.0	sample_0	645	2932.2527131782945	1891303	645	1891303	645
Otu1914.0		Gold standard		Otu1914.0		3929612		1.0	1.0	NA	1.0	1.0	sample_0	1235	3181.872064777328	3929612	1235	3929612	1235
Otu774		Gold standard		Otu774		3426035		1.0	1.0	NA	1.0	1.0	sample_0	3451	992.7658649666763	3426035	3451	3426035	3451
Otu1974.0		Gold standard		Otu1974.0		4057062		1.0	1.0	NA	1.0	1.0	sample_0	5520	734.975	4057062	5520	4057062	5520
Otu2206		Gold standard		Otu2206		4593314		1.0	1.0	NA	1.0	1.0	sample_0	2716	1691.2054491899853	4593314	2716	4593314	2716
Otu1519		Gold standard		Otu1519		5433103		1.0	1.0	NA	1.0	1.0	sample_0	1586	3425.6639344262294	5433103	1586	5433103	1586
Otu1923		Gold standard		Otu1923		1611308		1.0	1.0	NA	1.0	1.0	sample_0	4731	340.5850771507081	1611308	4731	1611308	4731
Otu953.0		Gold standard		Otu953.0		3769642		1.0	1.0	NA	1.0	1.0	sample_0	1370	2751.563503649635	3769642	1370	3769642	1370
Otu1308		Gold standard		Otu1308		1945165		1.0	1.0	NA	1.0	1.0	sample_0	3958	491.4514906518444	1945165	3958	1945165	3958
Otu1543		Gold standard		Otu1543		1477123		1.0	1.0	NA	1.0	1.0	sample_0	2515	587.3252485089463	1477123	2515	1477123	2515
Otu394.1		Gold standard		Otu394.1		2137333		1.0	1.0	NA	1.0	1.0	sample_0	6514	328.1137549892539	2137333	6514	2137333	6514
Otu1160		Gold standard		Otu1160		3797816		1.0	1.0	NA	1.0	1.0	sample_0	4798	791.5414756148396	3797816	4798	3797816	4798
Otu1469.0		Gold standard		Otu1469.0		2730231		1.0	1.0	NA	1.0	1.0	sample_0	5636	484.42707594038325	2730231	5636	2730231	5636
Otu1483.0		Gold standard		Otu1483.0		3723796		1.0	1.0	NA	1.0	1.0	sample_0	7904	471.128036437247	3723796	7904	3723796	7904
Otu1133		Gold standard		Otu1133		5188928		1.0	1.0	NA	1.0	1.0	sample_0	2211	2346.869289914066	5188928	2211	5188928	2211
Otu958		Gold standard		Otu958		4194046		1.0	1.0	NA	1.0	1.0	sample_0	1965	2134.374554707379	4194046	1965	4194046	1965
RNODE_291_length_2033_cov_2.59025		Gold standard		RNODE_291_length_2033_cov_2.59025		19959		1.0	1.0	NA	1.0	1.0	sample_0	10	1995.9	19959	10	19959	10
Otu2300		Gold standard		Otu2300		536117		1.0	1.0	NA	1.0	1.0	sample_0	1874	286.08164354322304	536117	1874	536117	1874
Otu451		Gold standard		Otu451		2053675		1.0	1.0	NA	1.0	1.0	sample_0	213	9641.666666666666	2053675	213	2053675	213
Otu631.0		Gold standard		Otu631.0		4205735		1.0	1.0	NA	1.0	1.0	sample_0	1494	2815.083668005355	4205735	1494	4205735	1494
Otu1697		Gold standard		Otu1697		3857796		1.0	1.0	NA	1.0	1.0	sample_0	3661	1053.7547118273696	3857796	3661	3857796	3661
Otu1692		Gold standard		Otu1692		3436913		1.0	1.0	NA	1.0	1.0	sample_0	5090	675.2284872298625	3436913	5090	3436913	5090
Otu971.0		Gold standard		Otu971.0		5039167		1.0	1.0	NA	1.0	1.0	sample_0	5393	934.3903207862044	5039167	5393	5039167	5393
Otu2423		Gold standard		Otu2423		4343103		1.0	1.0	NA	1.0	1.0	sample_0	5633	771.0106515178413	4343103	5633	4343103	5633
Otu1777		Gold standard		Otu1777		3018332		1.0	1.0	NA	1.0	1.0	sample_0	6773	445.64181308135244	3018332	6773	3018332	6773
Otu2036		Gold standard		Otu2036		3543229		1.0	1.0	NA	1.0	1.0	sample_0	7035	503.6572850035537	3543229	7035	3543229	7035
Otu1186		Gold standard		Otu1186		4351077		1.0	1.0	NA	1.0	1.0	sample_0	6350	685.2089763779528	4351077	6350	4351077	6350
Otu2464.0		Gold standard		Otu2464.0		4850263		1.0	1.0	NA	1.0	1.0	sample_0	12763	380.0253075295777	4850263	12763	4850263	12763
Otu589		Gold standard		Otu589		3487521		1.0	1.0	NA	1.0	1.0	sample_0	3930	887.4099236641222	3487521	3930	3487521	3930
Otu1445		Gold standard		Otu1445		3354493		1.0	1.0	NA	1.0	1.0	sample_0	2360	1421.3953389830508	3354493	2360	3354493	2360
Otu1450		Gold standard		Otu1450		850907		1.0	1.0	NA	1.0	1.0	sample_0	2583	329.42586140147114	850907	2583	850907	2583
Otu2165.0		Gold standard		Otu2165.0		1713977		1.0	1.0	NA	1.0	1.0	sample_0	5622	304.86961935254357	1713977	5622	1713977	5622
Otu2115		Gold standard		Otu2115		3100267		1.0	1.0	NA	1.0	1.0	sample_0	1919	1615.5638353309016	3100267	1919	3100267	1919
Otu1069		Gold standard		Otu1069		1551244		1.0	1.0	NA	1.0	1.0	sample_0	1142	1358.3572679509632	1551244	1142	1551244	1142
Otu1466		Gold standard		Otu1466		1418656		1.0	1.0	NA	1.0	1.0	sample_0	4989	284.35678492683905	1418656	4989	1418656	4989
Otu1084		Gold standard		Otu1084		1740394		1.0	1.0	NA	1.0	1.0	sample_0	2029	857.7594874322326	1740394	2029	1740394	2029
Otu626.0		Gold standard		Otu626.0		3775622		1.0	1.0	NA	1.0	1.0	sample_0	901	4190.479467258601	3775622	901	3775622	901
Otu1545		Gold standard		Otu1545		3034622		1.0	1.0	NA	1.0	1.0	sample_0	1961	1547.4869964303928	3034622	1961	3034622	1961
Otu865		Gold standard		Otu865		5303681		1.0	1.0	NA	1.0	1.0	sample_0	5799	914.5854457665115	5303681	5799	5303681	5799
Otu1585		Gold standard		Otu1585		3061525		1.0	1.0	NA	1.0	1.0	sample_0	3128	978.7484015345268	3061525	3128	3061525	3128
Otu2107		Gold standard		Otu2107		2843932		1.0	1.0	NA	1.0	1.0	sample_0	2463	1154.6617945594803	2843932	2463	2843932	2463
Otu598		Gold standard		Otu598		1703562		1.0	1.0	NA	1.0	1.0	sample_0	1498	1137.2242990654206	1703562	1498	1703562	1498
Otu2469		Gold standard		Otu2469		847172		1.0	1.0	NA	1.0	1.0	sample_0	2608	324.8358895705521	847172	2608	847172	2608
Otu2422		Gold standard		Otu2422		3235549		1.0	1.0	NA	1.0	1.0	sample_0	5282	612.5613404013632	3235549	5282	3235549	5282
Otu1389.0		Gold standard		Otu1389.0		6687619		1.0	1.0	NA	1.0	1.0	sample_0	3012	2220.3250332005314	6687619	3012	6687619	3012
Otu1483.1		Gold standard		Otu1483.1		5642070		1.0	1.0	NA	1.0	1.0	sample_0	3472	1625.0201612903227	5642070	3472	5642070	3472
Otu1553		Gold standard		Otu1553		3346177		1.0	1.0	NA	1.0	1.0	sample_0	2132	1569.5014071294559	3346177	2132	3346177	2132
Otu2169.0		Gold standard		Otu2169.0		1554733		1.0	1.0	NA	1.0	1.0	sample_0	1306	1190.4540581929557	1554733	1306	1554733	1306
Otu820		Gold standard		Otu820		1775582		1.0	1.0	NA	1.0	1.0	sample_0	1089	1630.4701561065197	1775582	1089	1775582	1089
Otu1787		Gold standard		Otu1787		1232816		1.0	1.0	NA	1.0	1.0	sample_0	2504	492.33865814696486	1232816	2504	1232816	2504
Otu1536		Gold standard		Otu1536		1777176		1.0	1.0	NA	1.0	1.0	sample_0	1115	1593.8798206278027	1777176	1115	1777176	1115
Otu2254		Gold standard		Otu2254		1952063		1.0	1.0	NA	1.0	1.0	sample_0	4338	449.99147072383585	1952063	4338	1952063	4338
Otu797		Gold standard		Otu797		3197903		1.0	1.0	NA	1.0	1.0	sample_0	1320	2422.653787878788	3197903	1320	3197903	1320
Otu1022		Gold standard		Otu1022		1065689		1.0	1.0	NA	1.0	1.0	sample_0	2654	401.54069329314245	1065689	2654	1065689	2654
Otu1893		Gold standard		Otu1893		1129244		1.0	1.0	NA	1.0	1.0	sample_0	3852	293.1578400830737	1129244	3852	1129244	3852
Otu1969		Gold standard		Otu1969		1411955		1.0	1.0	NA	1.0	1.0	sample_0	4500	313.7677777777778	1411955	4500	1411955	4500
Otu1791		Gold standard		Otu1791		4469249		1.0	1.0	NA	1.0	1.0	sample_0	4458	1002.5233288470166	4469249	4458	4469249	4458
Otu1062.0		Gold standard		Otu1062.0		2563788		1.0	1.0	NA	1.0	1.0	sample_0	1508	1700.1246684350133	2563788	1508	2563788	1508
Otu2234		Gold standard		Otu2234		2490281		1.0	1.0	NA	1.0	1.0	sample_0	7321	340.15585302554297	2490281	7321	2490281	7321
Otu205.0		Gold standard		Otu205.0		6785759		1.0	1.0	NA	1.0	1.0	sample_0	3817	1777.7728582656537	6785759	3817	6785759	3817
Otu2025.0		Gold standard		Otu2025.0		2679186		1.0	1.0	NA	1.0	1.0	sample_0	8719	307.2813396031655	2679186	8719	2679186	8719
Otu1263		Gold standard		Otu1263		5053677		1.0	1.0	NA	1.0	1.0	sample_0	3690	1369.560162601626	5053677	3690	5053677	3690
Otu1677.0		Gold standard		Otu1677.0		1385976		1.0	1.0	NA	1.0	1.0	sample_0	3307	419.1037193831267	1385976	3307	1385976	3307
Otu999		Gold standard		Otu999		5028083		1.0	1.0	NA	1.0	1.0	sample_0	1380	3643.5384057971014	5028083	1380	5028083	1380
Otu2059		Gold standard		Otu2059		1485808		1.0	1.0	NA	1.0	1.0	sample_0	5245	283.2808388941849	1485808	5245	1485808	5245
Otu2425		Gold standard		Otu2425		1524564		1.0	1.0	NA	1.0	1.0	sample_0	4123	369.77055542081007	1524564	4123	1524564	4123
Otu2174		Gold standard		Otu2174		2754226		1.0	1.0	NA	1.0	1.0	sample_0	1496	1841.0601604278074	2754226	1496	2754226	1496
Otu1861		Gold standard		Otu1861		3192074		1.0	1.0	NA	1.0	1.0	sample_0	7660	416.71984334203654	3192074	7660	3192074	7660
Otu1966		Gold standard		Otu1966		756316		1.0	1.0	NA	1.0	1.0	sample_0	2481	304.8432083837162	756316	2481	756316	2481
Otu498		Gold standard		Otu498		2266802		1.0	1.0	NA	1.0	1.0	sample_0	2529	896.3234480031633	2266802	2529	2266802	2529
Otu1593		Gold standard		Otu1593		3379761		1.0	1.0	NA	1.0	1.0	sample_0	5445	620.709090909091	3379761	5445	3379761	5445
Otu483		Gold standard		Otu483		5906295		1.0	1.0	NA	1.0	1.0	sample_0	104	56791.29807692308	5906295	104	5906295	104
Otu1650		Gold standard		Otu1650		1804420		1.0	1.0	NA	1.0	1.0	sample_0	5109	353.18457623801135	1804420	5109	1804420	5109
Otu895.0		Gold standard		Otu895.0		3165133		1.0	1.0	NA	1.0	1.0	sample_0	1348	2348.0215133531156	3165133	1348	3165133	1348
Otu2316		Gold standard		Otu2316		3175387		1.0	1.0	NA	1.0	1.0	sample_0	7068	449.2624504810413	3175387	7068	3175387	7068
Otu219.0		Gold standard		Otu219.0		5017042		1.0	1.0	NA	1.0	1.0	sample_0	1	5017042.0	5017042	1	5017042	1
Otu1344		Gold standard		Otu1344		4598094		1.0	1.0	NA	1.0	1.0	sample_0	845	5441.531360946746	4598094	845	4598094	845
Otu936		Gold standard		Otu936		1787670		1.0	1.0	NA	1.0	1.0	sample_0	934	1913.9935760171306	1787670	934	1787670	934
Otu1455		Gold standard		Otu1455		2128207		1.0	1.0	NA	1.0	1.0	sample_0	4149	512.9445649554109	2128207	4149	2128207	4149
Otu608		Gold standard		Otu608		1570805		1.0	1.0	NA	1.0	1.0	sample_0	2226	705.6626235399821	1570805	2226	1570805	2226
Otu1031		Gold standard		Otu1031		1834295		1.0	1.0	NA	1.0	1.0	sample_0	3125	586.9744	1834295	3125	1834295	3125
Otu2415.0		Gold standard		Otu2415.0		526165		1.0	1.0	NA	1.0	1.0	sample_0	1992	264.1390562248996	526165	1992	526165	1992
Otu1870		Gold standard		Otu1870		1791128		1.0	1.0	NA	1.0	1.0	sample_0	5015	357.15413758723827	1791128	5015	1791128	5015
Otu1635		Gold standard		Otu1635		3684952		1.0	1.0	NA	1.0	1.0	sample_0	8356	440.9947343226424	3684952	8356	3684952	8356
Otu1237.0		Gold standard		Otu1237.0		3355051		1.0	1.0	NA	1.0	1.0	sample_0	2729	1229.4067423964823	3355051	2729	3355051	2729
Otu766		Gold standard		Otu766		5124659		1.0	1.0	NA	1.0	1.0	sample_0	813	6303.39360393604	5124659	813	5124659	813
Otu1920		Gold standard		Otu1920		1743137		1.0	1.0	NA	1.0	1.0	sample_0	2011	866.801093983093	1743137	2011	1743137	2011
Otu1270		Gold standard		Otu1270		4919414		1.0	1.0	NA	1.0	1.0	sample_0	208	23651.028846153848	4919414	208	4919414	208
Otu1415		Gold standard		Otu1415		912648		1.0	1.0	NA	1.0	1.0	sample_0	2245	406.5247216035635	912648	2245	912648	2245
Otu1383		Gold standard		Otu1383		3869678		1.0	1.0	NA	1.0	1.0	sample_0	2627	1473.0407308717167	3869678	2627	3869678	2627
Otu751.0		Gold standard		Otu751.0		3642367		1.0	1.0	NA	1.0	1.0	sample_0	2319	1570.6627856834843	3642367	2319	3642367	2319
Otu1658		Gold standard		Otu1658		920318		1.0	1.0	NA	1.0	1.0	sample_0	2420	380.296694214876	920318	2420	920318	2420
Otu536		Gold standard		Otu536		5334600		1.0	1.0	NA	1.0	1.0	sample_0	128	41676.5625	5334600	128	5334600	128
Otu429.0		Gold standard		Otu429.0		3605216		1.0	1.0	NA	1.0	1.0	sample_0	1260	2861.2825396825397	3605216	1260	3605216	1260
Otu1784		Gold standard		Otu1784		1100806		1.0	1.0	NA	1.0	1.0	sample_0	1547	711.5746606334842	1100806	1547	1100806	1547
Otu522		Gold standard		Otu522		4938992		1.0	1.0	NA	1.0	1.0	sample_0	2374	2080.451558550969	4938992	2374	4938992	2374
Otu1016.0		Gold standard		Otu1016.0		3767029		1.0	1.0	NA	1.0	1.0	sample_0	1704	2210.6977699530516	3767029	1704	3767029	1704
Otu1546		Gold standard		Otu1546		3418078		1.0	1.0	NA	1.0	1.0	sample_0	2511	1361.241736360016	3418078	2511	3418078	2511
Otu532		Gold standard		Otu532		4681095		1.0	1.0	NA	1.0	1.0	sample_0	2570	1821.4377431906614	4681095	2570	4681095	2570
Otu1962		Gold standard		Otu1962		798557		1.0	1.0	NA	1.0	1.0	sample_0	2843	280.885332395357	798557	2843	798557	2843
Otu961		Gold standard		Otu961		6856152		1.0	1.0	NA	1.0	1.0	sample_0	8163	839.9059169423007	6856152	8163	6856152	8163
Otu968.0		Gold standard		Otu968.0		4890170		1.0	1.0	NA	1.0	1.0	sample_0	812	6022.37684729064	4890170	812	4890170	812
Otu2233.0		Gold standard		Otu2233.0		3002968		1.0	1.0	NA	1.0	1.0	sample_0	3589	836.7144051267762	3002968	3589	3002968	3589
Otu1398		Gold standard		Otu1398		1653512		1.0	1.0	NA	1.0	1.0	sample_0	845	1956.8189349112426	1653512	845	1653512	845
Otu1927		Gold standard		Otu1927		2160777		1.0	1.0	NA	1.0	1.0	sample_0	6363	339.5846298915606	2160777	6363	2160777	6363
Otu1834.0		Gold standard		Otu1834.0		3728599		1.0	1.0	NA	1.0	1.0	sample_0	1355	2751.7335793357934	3728599	1355	3728599	1355
Otu2408		Gold standard		Otu2408		1603649		1.0	1.0	NA	1.0	1.0	sample_0	5307	302.17618240060295	1603649	5307	1603649	5307
Otu2411		Gold standard		Otu2411		3743305		1.0	1.0	NA	1.0	1.0	sample_0	4007	934.1914150237085	3743305	4007	3743305	4007
Otu2120		Gold standard		Otu2120		3172800		1.0	1.0	NA	1.0	1.0	sample_0	5116	620.17200938233	3172800	5116	3172800	5116
Otu2106		Gold standard		Otu2106		4065303		1.0	1.0	NA	1.0	1.0	sample_0	2647	1535.8152625613902	4065303	2647	4065303	2647
Otu1682		Gold standard		Otu1682		862905		1.0	1.0	NA	1.0	1.0	sample_0	2424	355.9839108910891	862905	2424	862905	2424
Otu1788.0		Gold standard		Otu1788.0		2596418		1.0	1.0	NA	1.0	1.0	sample_0	2833	916.4906459583481	2596418	2833	2596418	2833
Otu2239		Gold standard		Otu2239		1029994		1.0	1.0	NA	1.0	1.0	sample_0	2046	503.41837732160315	1029994	2046	1029994	2046
Otu1930		Gold standard		Otu1930		1207425		1.0	1.0	NA	1.0	1.0	sample_0	2468	489.2321717990275	1207425	2468	1207425	2468
Otu1704		Gold standard		Otu1704		1537610		1.0	1.0	NA	1.0	1.0	sample_0	1537	1000.3968770331816	1537610	1537	1537610	1537
Otu761		Gold standard		Otu761		4391210		1.0	1.0	NA	1.0	1.0	sample_0	813	5401.2423124231245	4391210	813	4391210	813
Otu814.0		Gold standard		Otu814.0		2241404		1.0	1.0	NA	1.0	1.0	sample_0	2689	833.5455559687616	2241404	2689	2241404	2689
Otu1028		Gold standard		Otu1028		6920203		1.0	1.0	NA	1.0	1.0	sample_0	2869	2412.0609968630183	6920203	2869	6920203	2869
Otu122.1		Gold standard		Otu122.1		1246888		1.0	1.0	NA	1.0	1.0	sample_0	4011	310.86711543256047	1246888	4011	1246888	4011
Otu851.0		Gold standard		Otu851.0		3288414		1.0	1.0	NA	1.0	1.0	sample_0	1017	3233.4454277286136	3288414	1017	3288414	1017
Otu2151		Gold standard		Otu2151		3153208		1.0	1.0	NA	1.0	1.0	sample_0	3390	930.1498525073746	3153208	3390	3153208	3390
Otu839		Gold standard		Otu839		4207008		1.0	1.0	NA	1.0	1.0	sample_0	1881	2236.5805422647527	4207008	1881	4207008	1881
Otu1236		Gold standard		Otu1236		1644482		1.0	1.0	NA	1.0	1.0	sample_0	913	1801.185104052574	1644482	913	1644482	913
Otu717		Gold standard		Otu717		1601666		1.0	1.0	NA	1.0	1.0	sample_0	1434	1116.9218967921897	1601666	1434	1601666	1434
Otu1607		Gold standard		Otu1607		6412900		1.0	1.0	NA	1.0	1.0	sample_0	1441	4450.312283136711	6412900	1441	6412900	1441
Otu54		Gold standard		Otu54		3466651		1.0	1.0	NA	1.0	1.0	sample_0	199	17420.356783919597	3466651	199	3466651	199
Otu1487		Gold standard		Otu1487		3317883		1.0	1.0	NA	1.0	1.0	sample_0	4737	700.418619379354	3317883	4737	3317883	4737
Otu2229		Gold standard		Otu2229		1647634		1.0	1.0	NA	1.0	1.0	sample_0	2795	589.4933810375671	1647634	2795	1647634	2795
Otu1065		Gold standard		Otu1065		3470304		1.0	1.0	NA	1.0	1.0	sample_0	273	12711.736263736264	3470304	273	3470304	273
Otu930		Gold standard		Otu930		3183050		1.0	1.0	NA	1.0	1.0	sample_0	1462	2177.18878248974	3183050	1462	3183050	1462
Otu2453		Gold standard		Otu2453		1529315		1.0	1.0	NA	1.0	1.0	sample_0	3564	429.1007295173962	1529315	3564	1529315	3564
Otu1958.0		Gold standard		Otu1958.0		1424627		1.0	1.0	NA	1.0	1.0	sample_0	2963	480.8056024299696	1424627	2963	1424627	2963
Otu2202		Gold standard		Otu2202		3460943		1.0	1.0	NA	1.0	1.0	sample_0	559	6191.311270125224	3460943	559	3460943	559
Otu1750		Gold standard		Otu1750		1008483		1.0	1.0	NA	1.0	1.0	sample_0	2889	349.0768431983385	1008483	2889	1008483	2889
Otu1596		Gold standard		Otu1596		4332052		1.0	1.0	NA	1.0	1.0	sample_0	2925	1481.0434188034187	4332052	2925	4332052	2925
Otu1430		Gold standard		Otu1430		2012004		1.0	1.0	NA	1.0	1.0	sample_0	6189	325.0935530780417	2012004	6189	2012004	6189
Otu1078		Gold standard		Otu1078		1439110		1.0	1.0	NA	1.0	1.0	sample_0	3154	456.280913126189	1439110	3154	1439110	3154
Otu1860		Gold standard		Otu1860		4619416		1.0	1.0	NA	1.0	1.0	sample_0	948	4872.801687763713	4619416	948	4619416	948
Otu856.0		Gold standard		Otu856.0		3038327		1.0	1.0	NA	1.0	1.0	sample_0	980	3100.3336734693876	3038327	980	3038327	980
Otu1113		Gold standard		Otu1113		3806528		1.0	1.0	NA	1.0	1.0	sample_0	906	4201.465783664459	3806528	906	3806528	906
Otu2227.0		Gold standard		Otu2227.0		2762992		1.0	1.0	NA	1.0	1.0	sample_0	1458	1895.056241426612	2762992	1458	2762992	1458
Otu997		Gold standard		Otu997		1643697		1.0	1.0	NA	1.0	1.0	sample_0	2469	665.7339003645201	1643697	2469	1643697	2469
Otu1853		Gold standard		Otu1853		2508826		1.0	1.0	NA	1.0	1.0	sample_0	979	2562.641470888662	2508826	979	2508826	979
Otu282.0		Gold standard		Otu282.0		4664295		1.0	1.0	NA	1.0	1.0	sample_0	2967	1572.0576339737108	4664295	2967	4664295	2967
Otu1040		Gold standard		Otu1040		5122178		1.0	1.0	NA	1.0	1.0	sample_0	2919	1754.7714970880438	5122178	2919	5122178	2919
Otu1302		Gold standard		Otu1302		1327465		1.0	1.0	NA	1.0	1.0	sample_0	2862	463.824248777079	1327465	2862	1327465	2862
Otu1046		Gold standard		Otu1046		3091895		1.0	1.0	NA	1.0	1.0	sample_0	3638	849.8886750962067	3091895	3638	3091895	3638
Otu2042		Gold standard		Otu2042		1338973		1.0	1.0	NA	1.0	1.0	sample_0	1529	875.7181164159581	1338973	1529	1338973	1529
Otu1472		Gold standard		Otu1472		2317722		1.0	1.0	NA	1.0	1.0	sample_0	1487	1558.656355077337	2317722	1487	2317722	1487
Otu2415.1		Gold standard		Otu2415.1		2715916		1.0	1.0	NA	1.0	1.0	sample_0	2488	1091.6061093247588	2715916	2488	2715916	2488
Otu1581		Gold standard		Otu1581		3439468		1.0	1.0	NA	1.0	1.0	sample_0	6611	520.2644078051732	3439468	6611	3439468	6611
Otu1548.0		Gold standard		Otu1548.0		3160240		1.0	1.0	NA	1.0	1.0	sample_0	1733	1823.5660703981534	3160240	1733	3160240	1733
Otu1224		Gold standard		Otu1224		3279440		1.0	1.0	NA	1.0	1.0	sample_0	4948	662.7809215844786	3279440	4948	3279440	4948
Otu1901		Gold standard		Otu1901		1375080		1.0	1.0	NA	1.0	1.0	sample_0	2897	474.65654124956853	1375080	2897	1375080	2897
Otu1534		Gold standard		Otu1534		1685488		1.0	1.0	NA	1.0	1.0	sample_0	1794	939.5139353400223	1685488	1794	1685488	1794
Otu1847		Gold standard		Otu1847		1833488		1.0	1.0	NA	1.0	1.0	sample_0	1500	1222.3253333333334	1833488	1500	1833488	1500
Otu2459		Gold standard		Otu2459		691445		1.0	1.0	NA	1.0	1.0	sample_0	1971	350.80923389142566	691445	1971	691445	1971
Otu1032		Gold standard		Otu1032		5187681		1.0	1.0	NA	1.0	1.0	sample_0	6408	809.563202247191	5187681	6408	5187681	6408
Otu399.0		Gold standard		Otu399.0		3509762		1.0	1.0	NA	1.0	1.0	sample_0	156	22498.47435897436	3509762	156	3509762	156
Otu2247		Gold standard		Otu2247		1553877		1.0	1.0	NA	1.0	1.0	sample_0	1877	827.851358550879	1553877	1877	1553877	1877
Otu1279		Gold standard		Otu1279		7884010		1.0	1.0	NA	1.0	1.0	sample_0	1338	5892.384155455904	7884010	1338	7884010	1338
Otu1446.0		Gold standard		Otu1446.0		6077640		1.0	1.0	NA	1.0	1.0	sample_0	1431	4247.1278825995805	6077640	1431	6077640	1431
Otu108.0		Gold standard		Otu108.0		4358655		1.0	1.0	NA	1.0	1.0	sample_0	2677	1628.1864026895778	4358655	2677	4358655	2677
Otu1283		Gold standard		Otu1283		4361435		1.0	1.0	NA	1.0	1.0	sample_0	1459	2989.3317340644276	4361435	1459	4361435	1459
Otu1257		Gold standard		Otu1257		3081731		1.0	1.0	NA	1.0	1.0	sample_0	961	3206.7960457856398	3081731	961	3081731	961
Otu970.0		Gold standard		Otu970.0		2718083		1.0	1.0	NA	1.0	1.0	sample_0	1548	1755.8675710594316	2718083	1548	2718083	1548
Otu1907		Gold standard		Otu1907		1739491		1.0	1.0	NA	1.0	1.0	sample_0	2949	589.8579179382841	1739491	2949	1739491	2949
Otu960.0		Gold standard		Otu960.0		4221966		1.0	1.0	NA	1.0	1.0	sample_0	1561	2704.654708520179	4221966	1561	4221966	1561
Otu2472		Gold standard		Otu2472		820365		1.0	1.0	NA	1.0	1.0	sample_0	2366	346.7307692307692	820365	2366	820365	2366
Otu696		Gold standard		Otu696		3947850		1.0	1.0	NA	1.0	1.0	sample_0	657	6008.904109589041	3947850	657	3947850	657
Otu2099		Gold standard		Otu2099		2628650		1.0	1.0	NA	1.0	1.0	sample_0	2949	891.3699559172601	2628650	2949	2628650	2949
Otu662		Gold standard		Otu662		2155442		1.0	1.0	NA	1.0	1.0	sample_0	1103	1954.1631912964642	2155442	1103	2155442	1103
Otu2279		Gold standard		Otu2279		1725934		1.0	1.0	NA	1.0	1.0	sample_0	4741	364.04429445264714	1725934	4741	1725934	4741
Otu383		Gold standard		Otu383		3259171		1.0	1.0	NA	1.0	1.0	sample_0	38	85767.65789473684	3259171	38	3259171	38
Otu750		Gold standard		Otu750		1835110		1.0	1.0	NA	1.0	1.0	sample_0	1219	1505.422477440525	1835110	1219	1835110	1219
Otu975		Gold standard		Otu975		707112		1.0	1.0	NA	1.0	1.0	sample_0	1514	467.0488771466314	707112	1514	707112	1514
Otu2232		Gold standard		Otu2232		2670108		1.0	1.0	NA	1.0	1.0	sample_0	4132	646.2023233301065	2670108	4132	2670108	4132
Otu1431		Gold standard		Otu1431		1509384		1.0	1.0	NA	1.0	1.0	sample_0	2611	578.0865568747606	1509384	2611	1509384	2611
Otu2407.0		Gold standard		Otu2407.0		5443738		1.0	1.0	NA	1.0	1.0	sample_0	756	7200.71164021164	5443738	756	5443738	756
Otu1925		Gold standard		Otu1925		1552783		1.0	1.0	NA	1.0	1.0	sample_0	1771	876.7831733483907	1552783	1771	1552783	1771
Otu1101.0		Gold standard		Otu1101.0		3348734		1.0	1.0	NA	1.0	1.0	sample_0	2040	1641.536274509804	3348734	2040	3348734	2040
Otu1753		Gold standard		Otu1753		5485775		1.0	1.0	NA	1.0	1.0	sample_0	7456	735.7530847639486	5485775	7456	5485775	7456
